;;;;;;;;;;;;;;;;;;;;
PNAD Covid;;;;;;;;;;;;;;;;;;;;
Periodicidade da divulgação: Mensal;;;;;;;;;;;;;;;;;;;;
Nota:os indicadores de mercado de trabalho são para as pessoas de 14 anos ou mais de idade e tem como referência a semana anterior a entrevista;;;;;;;;;;;;;;;;;;;;
Nota 1: Inclusive pessoas de cor amarela ou indígena.;;;;;;;;;;;;;;;;;;;;
Indicador;Nível Territorial;Abertura Territorial;Variável de abertura 1;Categoria de abertura 1;Variável de abertura 2;Categoria de abertura 2;Maio;Junho;Situação Maio para Julho;Julho;Situação Junho para Julho;Agosto;Situação Julho para Agosto;Setembro;Situação Agosto para Setembro;Outubro;Situação Setembro para Outubro;Novembro;Situação Outubro para Novembro;
Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sul;Nível de instrução;Total;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Total;100,0;100,0;-;100,0;-;100,0;-;100,0;-;100,0;-;100,0;-;
Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sul;Nível de instrução;Total;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Alguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;100,0;100,0;Aumento;100,0;Aumento;100,0;Estável;100,0;Estável;100,0;Queda;100,0;Queda;
Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sul;Nível de instrução;Total;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Ninguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;100,0;100,0;Queda;100,0;Queda;100,0;Estável;100,0;Estável;100,0;Aumento;100,0;Aumento;
Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sul;Nível de instrução;Sem instrução ao fundamental incompleto;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Total;30,7;30,9;-;30,9;-;30,8;-;30,7;-;30,7;-;30,5;-;
Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sul;Nível de instrução;Sem instrução ao fundamental incompleto;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Alguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;35,9;35,9;Aumento;35,2;Aumento;35,3;Estável;35,4;Estável;35,9;Queda;36,6;Queda;
Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sul;Nível de instrução;Sem instrução ao fundamental incompleto;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Ninguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;28,5;28,5;Queda;28,6;Queda;28,5;Estável;28,3;Estável;28,2;Aumento;27,8;Aumento;
Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sul;Nível de instrução;Fundamental completo ao médio incompleto;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Total;17,7;17,4;-;17,4;-;17,3;-;17,0;-;16,9;-;17,2;-;
Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sul;Nível de instrução;Fundamental completo ao médio incompleto;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Alguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;22,4;21,6;Aumento;21,7;Aumento;21,7;Estável;21,6;Estável;21,4;Queda;22,3;Queda;
Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sul;Nível de instrução;Fundamental completo ao médio incompleto;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Ninguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;15,7;15,4;Queda;15,2;Queda;15,0;Estável;14,7;Estável;14,7;Aumento;15,0;Aumento;
Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sul;Nível de instrução;Médio completo ao superior incompleto;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Total;32,1;32,2;-;32,3;-;32,4;-;32,8;-;32,8;-;32,6;-;
Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sul;Nível de instrução;Médio completo ao superior incompleto;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Alguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;33,4;33,7;Aumento;34,1;Aumento;34,4;Estável;34,7;Estável;34,7;Queda;33,5;Queda;
Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sul;Nível de instrução;Médio completo ao superior incompleto;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Ninguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;31,6;31,4;Queda;31,3;Queda;31,4;Estável;31,8;Aumento;31,9;Aumento;32,2;Aumento;
Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sul;Nível de instrução;Superior completo ou pós-graduação;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Total;19,6;19,5;-;19,4;-;19,4;-;19,5;-;19,5;-;19,6;-;
Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sul;Nível de instrução;Superior completo ou pós-graduação;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Alguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;8,4;8,8;Aumento;9,0;Estável;8,6;Estável;8,4;Queda;8,0;Queda;7,7;Queda;
Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sul;Nível de instrução;Superior completo ou pós-graduação;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Ninguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;24,2;24,8;Queda;24,9;Queda;25,1;Estável;25,2;Estável;25,1;Aumento;25,0;Aumento;
CV - Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sul;Nível de instrução;Total;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Total;0,0;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;
CV - Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sul;Nível de instrução;Total;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Alguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;0,0;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;
CV - Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sul;Nível de instrução;Total;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Ninguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;0,0;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;
CV - Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sul;Nível de instrução;Sem instrução ao fundamental incompleto;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Total;1,6;1,5;-;1,4;-;1,4;-;1,4;-;1,4;-;1,4;-;
CV - Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sul;Nível de instrução;Sem instrução ao fundamental incompleto;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Alguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;2,4;2,1;-;1,9;-;1,9;-;1,9;-;2,0;-;2,0;-;
CV - Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sul;Nível de instrução;Sem instrução ao fundamental incompleto;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Ninguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;1,7;1,7;-;1,7;-;1,7;-;1,7;-;1,7;-;1,7;-;
CV - Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sul;Nível de instrução;Fundamental completo ao médio incompleto;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Total;1,8;1,8;-;1,9;-;2,0;-;1,8;-;1,8;-;1,8;-;
CV - Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sul;Nível de instrução;Fundamental completo ao médio incompleto;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Alguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;2,8;2,6;-;2,5;-;2,5;-;2,5;-;2,6;-;2,6;-;
CV - Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sul;Nível de instrução;Fundamental completo ao médio incompleto;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Ninguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;2,4;2,4;-;2,6;-;2,5;-;2,3;-;2,3;-;2,2;-;
CV - Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sul;Nível de instrução;Médio completo ao superior incompleto;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Total;1,3;1,2;-;1,2;-;1,2;-;1,2;-;1,1;-;1,2;-;
CV - Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sul;Nível de instrução;Médio completo ao superior incompleto;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Alguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;2,3;2,1;-;2,0;-;1,9;-;1,9;-;1,9;-;2,0;-;
CV - Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sul;Nível de instrução;Médio completo ao superior incompleto;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Ninguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;1,5;1,4;-;1,4;-;1,4;-;1,4;-;1,4;-;1,4;-;
CV - Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sul;Nível de instrução;Superior completo ou pós-graduação;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Total;2,4;2,3;-;2,3;-;2,3;-;2,3;-;2,3;-;2,3;-;
CV - Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sul;Nível de instrução;Superior completo ou pós-graduação;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Alguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;5,3;4,9;-;5,0;-;4,9;-;4,9;-;5,1;-;5,4;-;
CV - Distribuição das pessoas responsáveis pelo domicílio (%);Grande Região;Sul;Nível de instrução;Superior completo ou pós-graduação;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Ninguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;2,3;2,2;-;2,2;-;2,2;-;2,2;-;2,2;-;2,2;-;
Pessoas desocupadas residindo em domicílios onde (mil pessoas);Grande Região;Sul;Recebimento de auxílio emergencial;Total;-;-;  1 359 ;  1 523 ; Aumento ;  1 548 ; Estável ;  1 512 ; Estável ;  1 491 ; Estável ;  1 444 ; Estável ;  1 436 ; Estável ;
Pessoas desocupadas residindo em domicílios onde (mil pessoas);Grande Região;Sul;Recebimento de auxílio emergencial;Alguém recebe auxílio emergencial;-;-;   645 ;   814 ; Aumento ;   883 ; Aumento ;   877 ; Estável ;   875 ; Estável ;   831 ; Estável ;   786 ; Queda ;
Pessoas desocupadas residindo em domicílios onde (mil pessoas);Grande Região;Sul;Recebimento de auxílio emergencial;Ninguém recebe auxílio emergencial;-;-;   714 ;   709 ; Estável ;   665 ; Estável ;   635 ; Estável ;   616 ; Estável ;   613 ; Estável ;   650 ; Estável ;
CV - Pessoas desocupadas residindo em domicílios onde (%);Grande Região;Sul;Recebimento de auxílio emergencial;Total;-;-;2,7;2,5;-;2,5;-;2,6;-;2,6;-;2,6;-;2,7;-;
CV - Pessoas desocupadas residindo em domicílios onde (%);Grande Região;Sul;Recebimento de auxílio emergencial;Alguém recebe auxílio emergencial;-;-;4,1;3,9;-;3,7;-;3,7;-;3,8;-;3,7;-;3,8;-;
CV - Pessoas desocupadas residindo em domicílios onde (%);Grande Região;Sul;Recebimento de auxílio emergencial;Ninguém recebe auxílio emergencial;-;-;3,8;3,7;-;3,7;-;3,8;-;4,0;-;4,0;-;4,0;-;
Distribuição das pessoas desocupadas residindo em domicílios onde (%);Grande Região;Sul;Recebimento de auxílio emergencial;Total;-;-;100,0;100,0;Estável;100,0;Estável;100,0;Estável;100,0;Estável;100,0;Estável;100,0;Estável;
Distribuição das pessoas desocupadas residindo em domicílios onde (%);Grande Região;Sul;Recebimento de auxílio emergencial;Alguém recebe auxílio emergencial;-;-;47,5;53,4;Aumento;57,0;Aumento;58,0;Estável;58,7;Estável;57,5;Estável;54,7;Queda;
Distribuição das pessoas desocupadas residindo em domicílios onde (%);Grande Região;Sul;Recebimento de auxílio emergencial;Ninguém recebe auxílio emergencial;-;-;52,5;46,6;Queda;43,0;Queda;42,0;Estável;41,3;Estável;42,5;Estável;45,3;Aumento;
CV - Distribuição das pessoas desocupadas residindo em domicílios onde (%);Grande Região;Sul;Recebimento de auxílio emergencial;Total;-;-;0,0;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;
CV - Distribuição das pessoas desocupadas residindo em domicílios onde (%);Grande Região;Sul;Recebimento de auxílio emergencial;Alguém recebe auxílio emergencial;-;-;3,1;2,6;-;2,3;-;2,3;-;2,4;-;2,4;-;2,6;-;
CV - Distribuição das pessoas desocupadas residindo em domicílios onde (%);Grande Região;Sul;Recebimento de auxílio emergencial;Ninguém recebe auxílio emergencial;-;-;2,8;3,0;-;3,1;-;3,2;-;3,4;-;3,3;-;3,1;-;
Pessoas desocupadas residindo em domicílios onde (mil pessoas);Grande Região;Sul;Recebimento de seguro desemprego;Total;-;-;  1 359 ;  1 523 ; Aumento ;  1 548 ; Estável ;  1 512 ; Estável ;  1 491 ; Estável ;  1 444 ; Estável ;  1 436 ; Estável ;
Pessoas desocupadas residindo em domicílios onde (mil pessoas);Grande Região;Sul;Recebimento de seguro desemprego;Alguém recebe seguro desemprego;-;-;   127 ;   141 ; Estável ;   160 ; Estável ;   161 ; Estável ;   145 ; Estável ;   115 ; Queda ;   96 ; Queda ;
Pessoas desocupadas residindo em domicílios onde (mil pessoas);Grande Região;Sul;Recebimento de seguro desemprego;Ninguém recebe seguro desemprego;-;-;  1 233 ;  1 382 ; Aumento ;  1 388 ; Estável ;  1 351 ; Estável ;  1 347 ; Estável ;  1 328 ; Estável ;  1 340 ; Estável ;
CV - Pessoas desocupadas residindo em domicílios onde (%);Grande Região;Sul;Recebimento de seguro desemprego;Total;-;-;2,7;2,5;-;2,5;-;2,6;-;2,6;-;2,6;-;2,7;-;
CV - Pessoas desocupadas residindo em domicílios onde (%);Grande Região;Sul;Recebimento de seguro desemprego;Alguém recebe seguro desemprego;-;-;9,4;9,2;-;8,3;-;7,8;-;8,1;-;9,1;-;9,7;-;
CV - Pessoas desocupadas residindo em domicílios onde (%);Grande Região;Sul;Recebimento de seguro desemprego;Ninguém recebe seguro desemprego;-;-;2,9;2,7;-;2,7;-;2,8;-;2,8;-;2,7;-;2,8;-;
Distribuição das pessoas desocupadas residindo em domicílios onde (%);Grande Região;Sul;Recebimento de seguro desemprego;Total;-;-;100,0;100,0;Estável;100,0;Estável;100,0;Estável;100,0;Estável;100,0;Estável;100,0;Estável;
Distribuição das pessoas desocupadas residindo em domicílios onde (%);Grande Região;Sul;Recebimento de seguro desemprego;Alguém recebe seguro desemprego;-;-;9,3;9,3;Estável;10,3;Estável;10,7;Estável;9,7;Estável;8,0;Queda;6,7;Queda;
Distribuição das pessoas desocupadas residindo em domicílios onde (%);Grande Região;Sul;Recebimento de seguro desemprego;Ninguém recebe seguro desemprego;-;-;90,7;90,7;Estável;89,7;Estável;89,3;Estável;90,3;Estável;92,0;Aumento;93,3;Aumento;
CV - Distribuição das pessoas desocupadas residindo em domicílios onde (%);Grande Região;Sul;Recebimento de seguro desemprego;Total;-;-;0,0;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;
CV - Distribuição das pessoas desocupadas residindo em domicílios onde (%);Grande Região;Sul;Recebimento de seguro desemprego;Alguém recebe seguro desemprego;-;-;9,2;8,9;-;7,8;-;7,5;-;7,7;-;8,6;-;9,3;-;
CV - Distribuição das pessoas desocupadas residindo em domicílios onde (%);Grande Região;Sul;Recebimento de seguro desemprego;Ninguém recebe seguro desemprego;-;-;0,9;0,9;-;0,9;-;0,9;-;0,8;-;0,7;-;0,7;-;
Pessoas desocupadas residindo em domicílios onde (mil pessoas);Grande Região;Sul;Recebimento de Bolsa Família;Total;-;-;  1 359 ;  1 523 ; Aumento ;  1 548 ; Estável ;  1 512 ; Estável ;  1 491 ; Estável ;  1 444 ; Estável ;  1 436 ; Estável ;
Pessoas desocupadas residindo em domicílios onde (mil pessoas);Grande Região;Sul;Recebimento de Bolsa Família;Alguém recebe Bolsa Família;-;-;   122 ;   93 ; Queda ;   92 ; Estável ;   80 ; Estável ;   67 ; Estável ;   67 ; Estável ;   80 ; Estável ;
Pessoas desocupadas residindo em domicílios onde (mil pessoas);Grande Região;Sul;Recebimento de Bolsa Família;Ninguém recebe Bolsa Família;-;-;  1 237 ;  1 430 ; Aumento ;  1 456 ; Estável ;  1 432 ; Estável ;  1 424 ; Estável ;  1 377 ; Estável ;  1 356 ; Estável ;
CV - Pessoas desocupadas residindo em domicílios onde (%);Grande Região;Sul;Recebimento de Bolsa Família;Total;-;-;2,7;2,5;-;2,5;-;2,6;-;2,6;-;2,6;-;2,7;-;
CV - Pessoas desocupadas residindo em domicílios onde (%);Grande Região;Sul;Recebimento de Bolsa Família;Alguém recebe Bolsa Família;-;-;10,7;11,1;-;11,5;-;13,7;-;14,4;-;12,9;-;12,4;-;
CV - Pessoas desocupadas residindo em domicílios onde (%);Grande Região;Sul;Recebimento de Bolsa Família;Ninguém recebe Bolsa Família;-;-;2,8;2,6;-;2,6;-;2,6;-;2,7;-;2,6;-;2,7;-;
Distribuição das pessoas desocupadas residindo em domicílios onde (%);Grande Região;Sul;Recebimento de Bolsa Família;Total;-;-;100,0;100,0;Estável;100,0;Estável;100,0;Estável;100,0;Estável;100,0;Estável;100,0;Estável;
Distribuição das pessoas desocupadas residindo em domicílios onde (%);Grande Região;Sul;Recebimento de Bolsa Família;Alguém recebe Bolsa Família;-;-;9,0;6,1;Queda;5,9;Estável;5,3;Estável;4,5;Estável;4,6;Estável;5,6;Estável;
Distribuição das pessoas desocupadas residindo em domicílios onde (%);Grande Região;Sul;Recebimento de Bolsa Família;Ninguém recebe Bolsa Família;-;-;91,0;93,9;Aumento;94,1;Estável;94,7;Estável;95,5;Estável;95,4;Estável;94,4;Estável;
CV - Distribuição das pessoas desocupadas residindo em domicílios onde (%);Grande Região;Sul;Recebimento de Bolsa Família;Total;-;-;0,0;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;
CV - Distribuição das pessoas desocupadas residindo em domicílios onde (%);Grande Região;Sul;Recebimento de Bolsa Família;Alguém recebe Bolsa Família;-;-;10,1;10,5;-;11,0;-;13,1;-;13,9;-;12,5;-;11,9;-;
CV - Distribuição das pessoas desocupadas residindo em domicílios onde (%);Grande Região;Sul;Recebimento de Bolsa Família;Ninguém recebe Bolsa Família;-;-;1,0;0,7;-;0,7;-;0,7;-;0,7;-;0,6;-;0,7;-;
Pessoas desocupadas residindo em domicílios onde (mil pessoas);Grande Região;Sul;Recebimento de BPC;Total;-;-;  1 359 ;  1 523 ; Aumento ;  1 548 ; Estável ;  1 512 ; Estável ;  1 491 ; Estável ;  1 444 ; Estável ;  1 436 ; Estável ;
Pessoas desocupadas residindo em domicílios onde (mil pessoas);Grande Região;Sul;Recebimento de BPC;Alguém recebe BPC;-;-;   31 ;   24 ; Estável ;   27 ; Estável ;   28 ; Estável ;   34 ; Estável ;   30 ; Estável ;   24 ; Estável ;
Pessoas desocupadas residindo em domicílios onde (mil pessoas);Grande Região;Sul;Recebimento de BPC;Ninguém recebe BPC;-;-;  1 328 ;  1 499 ; Aumento ;  1 521 ; Estável ;  1 485 ; Estável ;  1 457 ; Estável ;  1 414 ; Estável ;  1 412 ; Estável ;
CV - Pessoas desocupadas residindo em domicílios onde (%);Grande Região;Sul;Recebimento de BPC;Total;-;-;2,7;2,5;-;2,5;-;2,6;-;2,6;-;2,6;-;2,7;-;
CV - Pessoas desocupadas residindo em domicílios onde (%);Grande Região;Sul;Recebimento de BPC;Alguém recebe BPC;-;-;21,1;21,4;-;19,1;-;18,8;-;17,5;-;18,6;-;21,7;-;
CV - Pessoas desocupadas residindo em domicílios onde (%);Grande Região;Sul;Recebimento de BPC;Ninguém recebe BPC;-;-;2,7;2,5;-;2,5;-;2,6;-;2,6;-;2,6;-;2,7;-;
Distribuição das pessoas desocupadas residindo em domicílios onde (%);Grande Região;Sul;Recebimento de BPC;Total;-;-;100,0;100,0;Estável;100,0;Estável;100,0;Estável;100,0;Estável;100,0;Estável;100,0;Estável;
Distribuição das pessoas desocupadas residindo em domicílios onde (%);Grande Região;Sul;Recebimento de BPC;Alguém recebe BPC;-;-;2,3;1,6;Estável;1,7;Estável;1,8;Estável;2,3;Estável;2,1;Estável;1,7;Estável;
Distribuição das pessoas desocupadas residindo em domicílios onde (%);Grande Região;Sul;Recebimento de BPC;Ninguém recebe BPC;-;-;97,7;98,4;Estável;98,3;Estável;98,2;Estável;97,7;Estável;97,9;Estável;98,3;Estável;
CV - Distribuição das pessoas desocupadas residindo em domicílios onde (%);Grande Região;Sul;Recebimento de BPC;Total;-;-;0,0;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;
CV - Distribuição das pessoas desocupadas residindo em domicílios onde (%);Grande Região;Sul;Recebimento de BPC;Alguém recebe BPC;-;-;20,7;21,1;-;18,8;-;18,5;-;17,1;-;18,3;-;21,4;-;
CV - Distribuição das pessoas desocupadas residindo em domicílios onde (%);Grande Região;Sul;Recebimento de BPC;Ninguém recebe BPC;-;-;0,5;0,3;-;0,3;-;0,3;-;0,4;-;0,4;-;0,4;-;
Pessoas desocupadas residindo em domicílios onde (mil pessoas);Grande Região;Sul;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Total;-;-;  1 359 ;  1 523 ; Aumento ;  1 548 ; Estável ;  1 512 ; Estável ;  1 491 ; Estável ;  1 444 ; Estável ;  1 436 ; Estável ;
Pessoas desocupadas residindo em domicílios onde (mil pessoas);Grande Região;Sul;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Alguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;-;-;   758 ;   920 ; Aumento ;  1 011 ; Aumento ;  1 013 ; Estável ;   996 ; Estável ;   931 ; Queda ;   877 ; Queda ;
Pessoas desocupadas residindo em domicílios onde (mil pessoas);Grande Região;Sul;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Ninguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;-;-;   602 ;   604 ; Estável ;   537 ; Queda ;   500 ; Estável ;   496 ; Estável ;   513 ; Estável ;   559 ; Aumento ;
CV - Pessoas desocupadas residindo em domicílios onde (%);Grande Região;Sul;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Total;-;-;2,7;2,5;-;2,5;-;2,6;-;2,6;-;2,6;-;2,7;-;
CV - Pessoas desocupadas residindo em domicílios onde (%);Grande Região;Sul;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Alguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;-;-;3,7;3,6;-;3,4;-;3,4;-;3,5;-;3,4;-;3,5;-;
CV - Pessoas desocupadas residindo em domicílios onde (%);Grande Região;Sul;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Ninguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;-;-;4,2;4,1;-;4,2;-;4,4;-;4,6;-;4,3;-;4,3;-;
Distribuição das pessoas desocupadas residindo em domicílios onde (%);Grande Região;Sul;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Total;-;-;100,0;100,0;Estável;100,0;Estável;100,0;Estável;100,0;Estável;100,0;Estável;100,0;Estável;
Distribuição das pessoas desocupadas residindo em domicílios onde (%);Grande Região;Sul;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Alguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;-;-;55,7;60,4;Aumento;65,3;Aumento;67,0;Estável;66,8;Estável;64,5;Queda;61,1;Queda;
Distribuição das pessoas desocupadas residindo em domicílios onde (%);Grande Região;Sul;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Ninguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;-;-;44,3;39,6;Queda;34,7;Queda;33,0;Estável;33,2;Estável;35,5;Aumento;38,9;Aumento;
CV - Distribuição das pessoas desocupadas residindo em domicílios onde (%);Grande Região;Sul;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Total;-;-;0,0;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;0,0;-;
CV - Distribuição das pessoas desocupadas residindo em domicílios onde (%);Grande Região;Sul;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Alguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;-;-;2,6;2,3;-;1,9;-;1,9;-;2,0;-;2,0;-;2,2;-;
CV - Distribuição das pessoas desocupadas residindo em domicílios onde (%);Grande Região;Sul;Recebimento de auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;Ninguém recebe auxílio emergencial ou seguro desemprego ou BPC ou Programa Bolsa Família;-;-;3,2;3,5;-;3,7;-;3,9;-;4,0;-;3,6;-;3,4;-;
Pessoas não ocupadas que não procuraram trabalho, mas gostariam de trabalhar, residindo em domicílios onde (mil pessoas);Grande Região;Sul;Recebimento de auxílio emergencial;Total;-;-;  2 075 ;  2 092 ; Estável ;  2 266 ; Aumento ;  2 262 ; Estável ;  2 186 ; Queda ;  2 077 ; Queda ;  1 993 ; Queda ;
Pessoas não ocupadas que não procuraram trabalho, mas gostariam de trabalhar, residindo em domicílios onde (mil pessoas);Grande Região;Sul;Recebimento de auxílio emergencial;Alguém recebe auxílio emergencial;-;-;   979 ;  1 108 ; Aumento ;  1 263 ; Aumento ;  1 274 ; Estável ;  1 248 ; Estável ;  1 164 ; Queda ;  1 043 ; Queda ;
Pessoas não ocupadas que não procuraram trabalho, mas gostariam de trabalhar, residindo em domicílios onde (mil pessoas);Grande Região;Sul;Recebimento de auxílio emergencial;Ninguém recebe auxílio emergencial;-;-;  1 096 ;   983 ; Queda ;  1 003 ; Estável ;   988 ; Estável ;   938 ; Queda ;   913 ; Estável ;   949 ; Estável ;
CV - Pessoas não ocupadas que não procuraram trabalho, mas gostariam de trabalhar, residindo em domicílios onde (%);Grande Região;Sul;Recebimento de auxílio emergencial;Total;-;-;2,1;2,1;-;1,9;-;2,0;-;2,0;-;2,0;-;2,1;-;
